Node Name,Community,t-SNE X,t-SNE Y
DPYD,1,31.461079,1.475186
SMAP2,1,31.461079,1.475186
RAB3GAP2,3,5.314217,5.031518
ACADSB,4,3.0460408,31.716824
NUDT19,1,31.461079,1.475186
TGOLN2,6,-22.157043,8.521978
PARP_0108,1,28.148022,1.2325627
KATNB1,6,-24.636284,10.802425
Pyrimethamine,6,-20.63384,10.787019
HSPB1,7,8.975168,-24.748348
AP3S2,7,11.492656,-23.983461
AUH,8,-16.508865,-16.782833
LRRC47,6,-23.067514,7.5630383
EIF2D,8,-16.508015,-13.279148
ALDH1B1,3,5.3146687,5.031905
ETHE1,8,-12.376964,-16.008396
UBLCP1,8,-13.658935,-15.481944
ATP6AP1,8,-16.256187,-12.3082905
PTBP1,8,-15.645676,-14.499069
GMEB2,6,-24.321663,9.243828
TMEM199,6,-23.866217,7.9196954
CTSA,6,-26.247818,7.417196
STK10,8,-16.508015,-13.279148
MRPS23,4,1.3561968,33.159035
HSPA14,8,-13.8715,-16.237377
Filgotinib,4,3.6777396,33.7389
AP1M1,8,-16.577286,-14.415894
ATP6V0A2,7,9.352844,-28.078655
APOL2,4,1.3561968,33.159035
LAMP1,8,-13.817157,-17.655865
KRT13,7,7.8588586,-28.659115
ZCCHC3,6,-26.29753,6.7048607
SSB,6,-24.07564,12.962999
DSTN,8,-14.526044,-13.387511
RPL21,7,10.876489,-28.910572
PAK4,1,28.148022,1.2325627
HMGCL,1,30.971159,-0.7626673
LRBA,3,5.314679,5.0318966
TAGLN,4,1.6979952,35.22414
FUS,6,-23.866217,7.9196954
TUBB,7,8.127494,-26.01842
PSMA7,7,8.975168,-24.748348
PPP2R1A,7,11.440006,-26.360397
GHDC,1,30.971159,-0.7626673
SRP54,7,8.975168,-24.748348
HDAC2,6,-24.520708,7.305622
Afuresertib,3,5.314725,5.0319223
CD276,8,-14.515561,-16.599775
NEU1,6,-22.68722,8.619866
ERK_6197,8,-16.256187,-12.3082905
CCDC50,8,-15.33519,-16.133198
TPM2,4,1.3561968,33.159035
ILK,4,3.8479035,35.822636
NFS1,1,29.694431,2.3752785
SYNM,8,-14.526044,-13.387511
UBA2,6,-22.68722,8.619866
EIF2B4,6,-26.754704,7.0513277
MVP,4,3.6777396,33.7389
ARL6IP5,8,-16.508015,-13.279148
NDUFS3,4,3.6777396,33.7389
ABCF2,1,33.246178,0.14463937
TNFAIP8,3,5.3148484,5.0315375
PTPRJ,4,1.3561968,33.159035
TAK-715,4,3.6777396,33.7389
AVEN,4,1.3561968,33.159035
GEMIN5,7,12.158046,-22.5245
CPT2,8,-14.515561,-16.599775
QKI,4,3.0460408,31.716824
SH3KBP1,8,-13.883331,-14.168286
OLA1,7,6.5622926,-23.25364
METTL16,7,9.185683,-26.325819
CYB5R3,4,1.6979952,35.22414
GAR1,1,29.694431,2.3752785
SFSWAP,8,-13.336827,-19.460123
HMBS,7,13.027095,-27.725275
GUSB,4,3.8479035,35.822636
ACADVL,8,-14.453148,-14.9088545
ARRB2,1,33.246178,0.14463937
LMF2,4,1.6979952,35.22414
FKBP8,4,3.6777396,33.7389
RBM15,8,-14.453148,-14.9088545
TKT,9,30.37502,29.663195
OS9,1,29.694431,2.3752785
Kobe2602,8,-14.453148,-14.9088545
PDHA1,8,-13.8715,-16.237377
ACTR1A,4,3.0460408,31.716824
CSNK2A2,4,3.8479035,35.822636
PSTPIP2,7,9.185683,-26.325819
Cyclopamine,6,-24.667267,8.906919
FSTL1,8,-15.229378,-15.221743
FLNB,4,3.0460408,31.716824
ATP6V0A1,8,-13.658935,-15.481944
ZKSCAN1,1,31.461079,1.475186
FNDC3B,4,3.8479035,35.822636
ALG2,7,10.606955,-25.158129
Veliparib,7,9.185683,-26.325819
XL413,3,5.3147078,5.0321317
MRPL14,4,3.6777396,33.7389
MISP,1,30.971159,-0.7626673
ASS1,7,13.374474,-24.510973
GRWD1,7,10.606955,-25.158129
PYGB,4,3.6777396,33.7389
PRMT5,1,29.658754,0.42523578
THZ-2-49,8,-14.135547,-16.862804
RHOA,8,-15.933562,-16.887897
MEF2D,7,7.26232,-24.524055
RPL36A,7,9.383503,-28.918146
DSCC1,1,29.658754,0.42523578
BMS-536924,1,31.461079,1.475186
RPS17,7,10.208709,-23.82404
CI-1040,8,-15.229378,-15.221743
SMC1B,8,-11.959967,-14.764973
SCG2,6,-26.01917,8.279865
GMPPA,3,5.314222,5.0315266
UBQLN4,6,-20.793463,6.3868885
POLR3A,4,1.3561968,33.159035
ADIRF,1,31.461079,1.475186
WAS,1,31.461079,1.475186
ACADS,1,31.461079,1.475186
TNC,4,1.6979952,35.22414
MELTF,8,-13.109699,-16.076801
SAP18,4,1.3561968,33.159035
BORCS6,6,-22.463259,6.235179
MACF1,4,3.0460408,31.716824
SB505124,4,3.0460408,31.716824
OTUD6B,7,8.975168,-24.748348
LXN,9,30.375559,29.66313
MAPRE3,6,-27.658352,7.479864
C-75,8,-12.770259,-16.9902
FR-180204,4,3.0460408,31.716824
PQBP1,8,-14.453148,-14.9088545
SGF29,9,30.376032,29.662527
PDS5B,6,-24.321663,9.243828
PRPF19,3,5.3147817,5.0320697
URB1,7,11.492656,-23.983461
ECI2,4,1.3561968,33.159035
SPC24,1,28.857784,3.8953197
Regorafenib,4,1.3561968,33.159035
GSS,7,9.185683,-26.325819
PBRM1,6,-23.866217,7.9196954
MATN2,4,3.6777396,33.7389
BIX-02188,6,-21.65938,9.847541
PTPRK,7,6.780987,-27.114393
Elesclomol,1,29.694431,2.3752785
CIAO2B,1,28.857784,3.8953197
VWA8,8,-16.577286,-14.415894
NLRX1,3,5.31446,5.0324373
FKBP11,8,-12.376964,-16.008396
RACK1,7,10.490726,-27.482845
GDI1,6,-22.367323,7.1486425
BAY-598,6,-19.548525,10.293146
MAEA,6,-25.057638,5.648018
CYB5A,1,32.61124,-1.2257712
ILF2,8,-15.602947,-13.853488
MRPS5,8,-12.701469,-18.037233
ABCD3,1,29.658754,0.42523578
RHOG,4,1.3561968,33.159035
MTFR1L,6,-23.902918,9.498119
IGSF8,8,-15.229378,-15.221743
PLCH1,6,-20.433128,7.658803
PAPSS2,3,5.31479,5.032438
SNRPA,4,3.6777396,33.7389
STX1A,8,-15.916283,-17.83399
CREB1,7,8.975168,-24.748348
BIRC6,6,-20.254246,9.863182
HAGH,6,-22.367323,7.1486425
VWA5A,4,3.6777396,33.7389
C19orf47,6,-24.814686,5.186107
LAMC1,4,1.3561968,33.159035
FLOT2,6,-21.551262,8.074102
ZNF512,6,-23.501343,9.545415
GANAB,7,6.780987,-27.114393
Mcl1_6386,4,3.0460408,31.716824
ALDH2,9,30.375559,29.66313
VPS53,4,1.3561968,33.159035
CCNA2,4,1.3561968,33.159035
Bosutinib,1,33.39714,2.727324
PPA1,7,8.975168,-24.748348
AKAP1,1,28.148022,1.2325627
PREB,1,29.246033,-1.5367322
NOP10,1,28.857784,3.8953197
CIT,8,-13.8715,-16.237377
PF-06747775,1,31.461079,1.475186
KRT16,1,31.461079,1.475186
FXN,6,-23.866217,7.9196954
CTPS1,1,31.461079,1.475186
SERF2,6,-24.321663,9.243828
HNRNPC,3,5.3147774,5.031592
PACSIN3,1,31.461079,1.475186
RBM6,6,-23.192726,6.331974
EFNB1,6,-22.807327,8.565197
RPS11,7,8.975168,-24.748348
MYBBP1A,6,-24.490862,8.76001
PSME1,7,10.208709,-23.82404
ECPAS,8,-14.656544,-17.414585
GALNT6,3,5.3147774,5.031646
MMS19,8,-16.200836,-15.672562
GRHPR,7,8.975168,-24.748348
SLC25A3,6,-23.836346,13.058511
MAFG,7,10.079381,-26.295023
ALYREF,3,5.314816,5.030816
MYO1C,4,1.3561968,33.159035
Camptothecin,7,10.903719,-22.689518
CDK13,6,-24.448906,8.431987
GLO1,7,7.26232,-24.524055
HEATR1,3,5.818312,4.9589767
PPP1R7,3,5.3148227,5.032445
PDLIM2,3,5.818312,4.9589767
LGALS1,1,30.971159,-0.7626673
DHX38,4,3.0460408,31.716824
MRPL19,1,31.461079,1.475186
NEDD4L,7,11.440006,-26.360397
SIL1,6,-23.905592,6.900854
GALK1,3,5.314846,5.0315204
CNBP,7,10.606955,-25.158129
MARS2,6,-24.443283,8.594915
TRMT112,7,11.440006,-26.360397
PRPSAP2,7,11.440006,-26.360397
TRIM32,3,5.3147354,5.031985
UFM1,7,8.975168,-24.748348
PRPF6,8,-14.135547,-16.862804
GPC1,1,31.461079,1.475186
SKIV2L,6,-20.805021,6.3465123
TXNDC9,1,31.461079,1.475186
B2M,7,7.8420954,-23.469748
BCL2L1,7,10.606955,-25.158129
LNPK,4,1.3561968,33.159035
ERCC6L,8,-14.611472,-17.366568
SCO2,9,30.375998,29.66318
EGFR_5383,6,-22.049252,8.879469
GEMIN4,7,6.865561,-25.846622
PRKACA,4,3.6777396,33.7389
NIT1,3,5.314863,5.0309668
INF2,1,28.148022,1.2325627
TUBB4B,7,7.341342,-22.762522
RABGAP1L,8,-15.33519,-16.133198
EHBP1L1,1,31.461079,1.475186
CA8,3,5.818312,4.9589767
CDK4,8,-14.292807,-18.255505
APEX1,6,-26.01917,8.279865
TTYH3,3,5.818312,4.9589767
RASA1,6,-27.310118,8.135255
LLY-283,6,-23.026245,7.5880384
ASNS,7,10.606955,-25.158129
G-5555,7,10.208709,-23.82404
RRS1,6,-28.170652,9.203917
TOR2A,8,-13.658935,-15.481944
CPI-169,6,-23.217918,10.006072
TRMT6,7,8.975168,-24.748348
Axitinib,6,-23.578072,10.599643
ANLN,4,3.0460408,31.716824
CDKN2A,7,7.26232,-24.524055
CSNK1E,9,30.375463,29.662823
HPRT1,7,8.33935,-27.342134
RP2,4,1.3561968,33.159035
MET,3,5.818312,4.9589767
TRPS1,8,-18.090443,-15.798325
UBL5,1,29.694431,2.3752785
EIF1AY,4,3.0460408,31.716824
IL1RAP,6,-22.621498,9.894341
DCAF13,1,31.461079,1.475186
GSK1059615,4,3.0460408,31.716824
SMC2,8,-16.257612,-19.079823
EML1,8,-17.08009,-15.332486
ATP1B1,1,31.461079,1.475186
CCT251545,4,1.3561968,33.159035
COLEC12,4,1.3561968,33.159035
NADSYN1,1,30.971159,-0.7626673
TMX2,1,29.658754,0.42523578
ACSS3,8,-13.10975,-17.97718
PTPN23,8,-12.480328,-14.390664
TPT1,7,8.975168,-24.748348
SARS2,4,1.3561968,33.159035
PPID,6,-21.31812,7.2791433
MRPL44,6,-21.80424,5.5972033
A-366,4,1.3561968,33.159035
CDC5L,3,5.314694,5.0320797
PITHD1,6,-22.919758,9.178388
NUDT8,1,29.694431,2.3752785
NAGLU,3,5.818312,4.9589767
AASS,7,8.33935,-27.342134
BUB3,7,10.490726,-27.482845
UBA1,6,-20.311922,6.0238733
DLD,4,3.6777396,33.7389
RAD50,6,-23.388948,5.830777
DUSP12,7,10.606955,-25.158129
SMYD3,6,-23.37714,12.115531
EP400,6,-23.910662,5.360715
TPMT,8,-15.391003,-13.023802
Dasatinib,7,8.127494,-26.01842
PDCD11,3,5.3147917,5.031582
MAX,6,-23.217918,10.006072
CHPF,8,-14.907088,-13.99634
GPATCH8,4,1.3561968,33.159035
XRCC6,6,-21.80424,5.5972033
KMT2A,8,-14.453148,-14.9088545
MSI2,6,-22.621498,9.894341
SURF4,3,5.818312,4.9589767
USP15,1,28.148022,1.2325627
FYTTD1,8,-13.138913,-18.760502
CEBPB,7,6.865561,-25.846622
PPP1R9A,7,7.26232,-24.524055
CX-5461,6,-25.093748,10.320926
Palbociclib,4,3.0460408,31.716824
SLC16A1,4,1.3561968,33.159035
VAC14,6,-25.093748,10.320926
GNAS,4,1.3561968,33.159035
PRPF4,8,-15.33519,-16.133198
TIMM13,4,1.3561968,33.159035
RPL3,4,1.3561968,33.159035
PNPO,8,-15.391003,-13.023802
MGST3,3,5.818312,4.9589767
RRBP1,6,-21.179865,10.429757
SLC9A3R1,9,30.376017,29.662949
ZNF598,7,11.440006,-26.360397
DST,8,-14.79257,-17.957817
SIRT3,1,31.535595,3.6769361
STIM1,7,12.223414,-25.122896
KIF5C,6,-22.648636,13.065251
BAK1,6,-25.64163,7.7387257
NKRF,1,31.461079,1.475186
COG2,7,8.975168,-24.748348
C7orf50,7,10.606955,-25.158129
PDLIM5,3,5.3145866,5.0329237
ACY-1215,6,-21.31812,7.2791433
QRICH1,1,33.39714,2.727324
AKAP12,8,-15.536321,-11.982468
GOLIM4,4,3.6777396,33.7389
NUP54,7,10.490726,-27.482845
OSBP,3,5.818312,4.9589767
MRPL58,1,31.461079,1.475186
TTC17,9,30.375998,29.66318
C11orf54,8,-12.971152,-15.323698
MRPS26,8,-12.770259,-16.9902
KRT1,7,10.606955,-25.158129
HYPK,7,9.185683,-26.325819
MRPL4,8,-11.710347,-17.493399
FMR1,8,-14.719545,-16.670115
PPP4R1,1,32.61124,-1.2257712
CGP-082996,6,-23.791214,10.22619
DLG1,1,30.971159,-0.7626673
SERPINE2,8,-10.950971,-16.567423
CCDC127,1,28.857784,3.8953197
ATP5PD,4,3.0460408,31.716824
CLPTM1,7,11.024069,-21.544054
BI-2536,6,-22.236477,9.59621
SUN1,7,9.352844,-28.078655
DFFA,7,8.975168,-24.748348
MGME1,1,31.461079,1.475186
ATP6V0D1,8,-13.094122,-17.756252
SCO1,6,-21.551262,8.074102
SMAD3,5,-13.447402,-2.5933676
NUB1,1,28.148022,1.2325627
TANC1,1,31.461079,1.475186
MAN2B1,3,5.3147187,5.0318165
TOR1AIP1,6,-21.65938,9.847541
WDR3,7,12.223414,-25.122896
EGFR_0300,1,29.658754,0.42523578
SYK_9721,6,-27.439842,6.6304474
L3HYPDH,6,-25.048927,6.9636827
ZADH2,8,-13.8715,-16.237377
AP2S1,4,3.0460408,31.716824
KYAT1,3,5.818312,4.9589767
ITGA2,8,-15.228058,-17.704441
IBA57,1,33.246178,0.14463937
SPINT2,8,-12.971152,-15.323698
CPVL,3,5.818312,4.9589767
TRMT2A,8,-14.448342,-18.292892
INSR,8,-14.79257,-17.957817
A-1155463,7,8.127494,-26.01842
TGFBI,8,-14.451809,-19.510506
ALDH6A1,1,29.658754,0.42523578
TKFC,4,3.0460408,31.716824
KRT10,1,28.148022,1.2325627
MIPEP,1,31.535595,3.6769361
GTF3C4,8,-13.8715,-16.237377
SRFBP1,4,1.6979952,35.22414
WDR44,4,1.3561968,33.159035
TACSTD2,7,11.440006,-26.360397
LRRFIP2,8,-14.453148,-14.9088545
EMC10,6,-24.520708,7.305622
Dacinostat,3,5.818312,4.9589767
CHRAC1,8,-14.453148,-14.9088545
YBX1,7,10.208709,-23.82404
NDUFAF4,4,3.0460408,31.716824
RPLP1,1,33.39714,2.727324
ISY1,8,-14.453148,-14.9088545
TXNDC17,7,9.185683,-26.325819
RAB35,8,-17.40058,-18.520018
PRCP,1,31.461079,1.475186
Latamoxef,6,-23.077377,8.119544
WDR12,3,5.818312,4.9589767
NEDD8,6,-23.791214,10.22619
ARFGEF2,2,-7.8729115,7.4276633
RPL35A,4,3.0460408,31.716824
SEC63,7,10.606955,-25.158129
SYNE2,1,28.315573,-0.8294679
FXR2,1,31.461079,1.475186
VASP,3,5.818312,4.9589767
HSPB8,1,31.461079,1.475186
PYGO2,3,5.818312,4.9589767
NRBP1,1,29.658754,0.42523578
F8A1,3,5.818312,4.9589767
DLAT,4,3.0460408,31.716824
QL-VIII-58,6,-21.31812,7.2791433
SPATS2L,7,6.159678,-23.533556
BPNT1,3,5.818312,4.9589767
RPL8,7,7.8420954,-23.469748
MPG,7,13.399517,-25.808056
ERH,8,-17.216398,-16.443352
COX7C,8,-14.749653,-17.325705
MYOF,4,3.0460408,31.716824
FAF1,6,-23.47798,7.165636
TSPAN3,9,30.375933,29.663263
UBAC1,6,-21.65938,9.847541
KRT19,1,28.857784,3.8953197
CTR9,7,11.492656,-23.983461
ZNF787,1,29.694431,2.3752785
EXOSC5,3,5.818312,4.9589767
TFCP2,8,-12.376964,-16.008396
PPL,1,29.658754,0.42523578
RPL17,7,8.975168,-24.748348
MYL9,3,5.818312,4.9589767
SFXN3,8,-15.33519,-16.133198
STK39,6,-22.621498,9.894341
TUBB2B,6,-19.741823,8.221008
DCUN1D1,7,9.761072,-22.36084
RABAC1,7,8.975168,-24.748348
SLC25A19,4,3.6777396,33.7389
HPGD,6,-22.5698,10.979571
CLPP,3,5.818312,4.9589767
DCTN1,1,31.461079,1.475186
PAICS,7,12.869872,-26.663263
RBX1,6,-25.771969,5.3257365
SUDS3,6,-23.98617,12.201997
CALD1,4,3.6777396,33.7389
MCRIP1,1,30.971159,-0.7626673
ITM2B,1,31.535595,3.6769361
CLU,1,28.148022,1.2325627
CCT7,7,6.780987,-27.114393
ETFA,8,-14.135547,-16.862804
PPP4R3A,6,-24.636284,10.802425
ADK,2,-7.8725867,7.427474
HLA-C,7,10.079381,-26.295023
Amuvatinib,4,3.6777396,33.7389
MRPL23,6,-23.217918,10.006072
SLC25A24,4,3.0460408,31.716824
PHAX,8,-12.694408,-15.1817465
MAPRE1,7,6.780987,-27.114393
WIKI4,3,5.818312,4.9589767
NEK7,4,1.3561968,33.159035
ESYT1,4,3.0460408,31.716824
SBDS,3,5.818312,4.9589767
PLEKHA2,8,-15.33519,-16.133198
Carboplatin,6,-26.347307,8.729208
TBCC,6,-25.59511,6.295215
SRPK2,6,-24.250154,10.1676445
PRPF39,1,30.971159,-0.7626673
ACO1,4,3.6777396,33.7389
BPTES,4,1.3561968,33.159035
PRMT1,1,30.971159,-0.7626673
MPRIP,4,3.6777396,33.7389
NAA50,7,7.8420954,-23.469748
EPS15,7,10.903719,-22.689518
RABEPK,8,-10.950971,-16.567423
CDK2,8,-13.1195,-14.514354
AARSD1,6,-23.853613,9.68942
PREPL,6,-22.987556,5.106563
MRPL37,1,28.148022,1.2325627
CEP55,8,-15.194985,-18.890545
TRPV2,9,30.375559,29.66313
GPRC5A,8,-12.376743,-18.675114
SLC1A4,3,5.818312,4.9589767
CDCA8,9,30.376799,29.662691
INTS13,8,-13.658935,-15.481944
COX6A1,6,-22.621498,9.894341
ABLIM1,1,29.694431,2.3752785
OCIAD2,7,8.33935,-27.342134
ARF4,4,3.0460408,31.716824
NU7441,3,5.818312,4.9589767
PCBP1,7,11.440006,-26.360397
AMG-319,3,5.818312,4.9589767
SF3B2,7,12.689264,-23.492851
TNPO1,7,11.440006,-26.360397
PTER,4,3.8479035,35.822636
UBE2R2,6,-24.448906,8.431987
CCDC59,4,1.3561968,33.159035
LAMA5,1,28.857784,3.8953197
PGM3,7,10.208709,-23.82404
SRC,1,31.535595,3.6769361
TBCB,6,-21.618168,11.022338
ADA,6,-22.463259,6.235179
NOL7,3,5.818312,4.9589767
SNX9,8,-12.8436985,-12.128193
USP11,6,-27.812845,8.795903
Nilotinib,8,-15.229378,-15.221743
FDX2,7,8.975168,-24.748348
ARHGAP21,4,3.0460408,31.716824
FCGRT,8,-15.463839,-18.137115
FTL,7,8.975168,-24.748348
NSF,3,5.818312,4.9589767
NOVA2,4,1.6979952,35.22414
ARGLU1,6,-24.675406,6.764217
MZ1,1,29.694431,2.3752785
GADD45GIP1,4,3.6777396,33.7389
DDR2,6,-25.057808,7.72598
DNMT3A,6,-22.735785,8.995857
NPC1,4,3.0460408,31.716824
GNPNAT1,1,29.694431,2.3752785
NOLC1,3,5.818312,4.9589767
PAF1,8,-13.8715,-16.237377
TNFRSF10B,3,5.818312,4.9589767
MRPL3,6,-23.894794,6.1665783
DSP,1,31.461079,1.475186
PRRC2B,4,3.0460408,31.716824
SAE1,6,-22.236477,9.59621
STAM2,8,-16.257612,-19.079823
PTRHD1,6,-23.098373,9.413627
NUP35,7,10.606955,-25.158129
STRBP,6,-22.463259,6.235179
LMNA,6,-25.739023,9.206752
EDIL3,4,1.3561968,33.159035
NOB1,8,-16.200836,-15.672562
MPS-1-IN-1,4,1.6979952,35.22414
RPS25,7,8.975168,-24.748348
CDC42,4,1.3561968,33.159035
GTF3C1,4,1.3561968,33.159035
AP2A2,4,3.6777396,33.7389
TMSB10,1,30.971159,-0.7626673
CC2D1B,8,-12.770259,-16.9902
ICAM2,9,30.375559,29.66313
COQ8B,8,-16.435843,-16.235876
RBPJ,6,-24.520708,7.305622
HCCS,6,-24.520708,7.305622
PRDX5,1,29.658754,0.42523578
IRAK4_8366,4,3.6777396,33.7389
GLRX3,7,10.903719,-22.689518
KDM2A,8,-12.756023,-14.03436
SMARCB1,6,-25.266077,8.45304
GNB2,4,3.6777396,33.7389
PCK2,1,30.971159,-0.7626673
FTY-720,1,31.461079,1.475186
GOT2,1,29.694431,2.3752785
RAB3B,1,31.535595,3.6769361
UTP4,3,5.818312,4.9589767
PAK1,6,-22.213945,8.093454
TRIM29,9,30.375174,29.662724
SUCLA2,1,31.535595,3.6769361
ZNF800,8,-15.229378,-15.221743
EIF3E,7,10.606955,-25.158129
VPS33B,7,10.208709,-23.82404
MBP,8,-15.991701,-16.785805
IQGAP2,6,-20.284369,11.540997
CYP51A1,8,-13.8715,-16.237377
RAB3D,1,29.694431,2.3752785
AICA Ribonucleotide,2,-7.873001,7.4275556
MALT1,4,3.6777396,33.7389
ZEB2,1,31.535595,3.6769361
LACTB2,1,28.857784,3.8953197
TMEM115,3,5.818312,4.9589767
PDPR,7,10.903719,-22.689518
TOM1L1,9,30.376032,29.662527
MYCBP,8,-13.336827,-19.460123
NOL8,1,27.627367,2.929447
CWF19L1,6,-22.035742,8.8631935
ACSF3,4,3.0460408,31.716824
MK-2206,3,5.818312,4.9589767
DAXX,8,-17.390867,-13.584749
IDH3G,8,-13.696548,-14.89723
NFATC2,1,29.658754,0.42523578
CHGB,8,-11.710347,-17.493399
NRP2,1,28.857784,3.8953197
CRNKL1,8,-14.79257,-17.957817
ETP-45835,7,10.606955,-25.158129
ZW10,7,8.975168,-24.748348
PALLD,4,3.0460408,31.716824
DPM3,7,8.975168,-24.748348
LARP4B,7,8.975168,-24.748348
CDC123,6,-22.358183,10.555212
Cisplatin,4,3.8479035,35.822636
LAMB2,1,31.461079,1.475186
GTPBP3,4,1.3561968,33.159035
BAIAP2,1,31.461079,1.475186
NIT2,8,-15.33519,-16.133198
PRIM2,1,31.461079,1.475186
Wee1 Inhibitor,6,-26.31497,10.234676
UBR5,4,3.0460408,31.716824
HID1,1,29.658754,0.42523578
PIH1D1,7,9.290293,-23.098955
TACC1,7,9.290293,-23.098955
ISOC1,6,-20.775097,8.618468
NECTIN4,8,-13.65576,-12.709976
"CAP-232, TT-232, TLN-232",4,3.0460408,31.716824
LGALS9,4,3.6777396,33.7389
CDKN2AIP,6,-22.25338,9.19968
PYCR2,6,-25.051474,12.1798
VCL,4,-0.28947014,31.723577
MATR3,3,5.818312,4.9589767
FLYWCH2,7,12.689264,-23.492851
EPZ5676,6,-20.775097,8.618468
URM1,3,5.818312,4.9589767
STK38,6,-23.501343,9.545415
PLK4_0066,3,5.818312,4.9589767
TMEM214,6,-24.09587,4.554635
ITGB5,7,10.079381,-26.295023
PXN,1,29.694431,2.3752785
SELENBP1,3,5.818312,4.9589767
A-443654,6,-20.775097,8.618468
SRP72,1,31.461079,1.475186
FAM83B,8,-16.200836,-15.672562
CYB5R1,3,5.818312,4.9589767
ACOX1,1,31.461079,1.475186
NPK76-II-72-1,8,-16.508015,-13.279148
SCAF11,8,-13.771418,-14.958409
HAUS6,8,-16.200836,-15.672562
NLN,6,-20.775097,8.618468
SNRPD1,8,-13.65576,-12.709976
REEP6,1,31.461079,1.475186
IAH1,3,5.818312,4.9589767
CAPZB,4,-0.28947014,31.723577
PURA,1,33.246178,0.14463937
FGFR_3831,4,-0.28947014,31.723577
PLK_6522,3,5.818312,4.9589767
RSF1,3,5.818312,4.9589767
PHLDA2,1,29.694431,2.3752785
NR0B1,8,-12.770259,-16.9902
PARVB,4,-0.28947014,31.723577
PGP,3,5.818312,4.9589767
IKZF1,8,-13.65576,-12.709976
GDC-0879,8,-15.460155,-19.623907
PCNA,7,8.975168,-24.748348
ESRP2,6,-21.548613,6.431877
KLRG2,3,5.818312,4.9589767
WBP11,5,-13.447441,-2.5933583
DTYMK,7,10.079381,-26.295023
NOP2,3,5.818312,4.9589767
NDUFS1,8,-15.194985,-18.890545
NKIRAS2,6,-24.656527,9.89772
YM201636,1,29.246033,-1.5367322
IPO4,7,6.865561,-25.846622
ELAC2,8,-13.265939,-13.683598
ARHGEF2,3,5.818312,4.9589767
LRRC1,1,31.461079,1.475186
ANKLE2,4,3.0460408,31.716824
SENP3,1,28.148022,1.2325627
FAM177A1,1,33.246178,0.14463937
TMEM123,6,-26.465721,12.140656
ALDH9A1,3,5.818312,4.9589767
SMARCC2,6,-20.63384,10.787019
VIRMA,6,-23.866217,7.9196954
IMPACT,7,8.975168,-24.748348
BAG3,1,28.148022,1.2325627
DBI,4,1.3561968,33.159035
BAM7,1,29.694431,2.3752785
CFL2,1,29.658754,0.42523578
IPO8,6,-24.321663,9.243828
POGZ,6,-24.667267,8.906919
CLIC4,4,1.6979952,35.22414
NUMB,1,30.971159,-0.7626673
SUPV3L1,1,29.658754,0.42523578
UBE2L3,7,12.223414,-25.122896
GM2A,8,-15.391003,-13.023802
TMX3,4,1.6979952,35.22414
EVPL,8,-13.696548,-14.89723
CDC73,7,12.223414,-25.122896
U2AF2,7,10.079381,-26.295023
MED22,8,-17.216398,-16.443352
ABT737,6,-23.066496,6.532576
PCDH1,9,30.376236,29.66243
PPHLN1,4,1.3561968,33.159035
PADI2,3,5.818312,4.9589767
ADNP,6,-20.89784,9.833821
OSI-027,8,-15.088881,-14.556497
XAV939,6,-20.89784,9.833821
A-83-01,9,30.37607,29.663399
IQGAP3,4,3.6777396,33.7389
RPS6KB1,1,29.694431,2.3752785
NDUFA2,4,3.0460408,31.716824
GPT2,4,1.3561968,33.159035
DOCK7,8,-15.33519,-16.133198
FAM162A,6,-27.658352,7.479864
SEC24D,6,-24.814686,5.186107
Ruxolitinib,8,-13.65576,-12.709976
POGLUT1,1,29.658754,0.42523578
NDUFS5,8,-13.65576,-12.709976
CLIC1,7,9.290293,-23.098955
CSNK2A1,7,9.290293,-23.098955
NTHL1,4,0.33153883,31.235085
EIF4E,7,9.290293,-23.098955
PPWD1,1,33.246178,0.14463937
PNO1,4,-0.28947014,31.723577
SOD1,6,-20.775097,8.618468
ARL6IP4,6,-20.775097,8.618468
PFI-1,3,3.5535662,4.4848175
CAVIN2,8,-13.65576,-12.709976
AIP,7,9.290293,-23.098955
DHRS2,4,-0.28947014,31.723577
EIF4G2,7,8.114488,-21.810595
ESYT2,6,-20.775097,8.618468
MBD1,3,3.5535662,4.4848175
TRAP1,4,-0.28947014,31.723577
HMGA2,8,-13.65576,-12.709976
WDR18,8,-13.65576,-12.709976
SNRPB2,3,3.5535662,4.4848175
ZNF579,7,9.383503,-28.918146
CYCS,7,9.290293,-23.098955
ALDH1L2,7,9.290293,-23.098955
SMARCD1,8,-13.65576,-12.709976
HMGB3,8,-13.65576,-12.709976
DDX51,3,3.5535662,4.4848175
DDX17,6,-20.775097,8.618468
SF3A2,6,-20.775097,8.618468
TFAM,1,33.851677,1.6438475
BCS1L,8,-13.65576,-12.709976
Cetuximab,1,27.983047,-0.664901
GOLPH3,7,9.290293,-23.098955
PARP_9495,4,-0.28947014,31.723577
RRAS2,4,-0.28947014,31.723577
CLCN7,8,-13.65576,-12.709976
BAG2,4,-0.28947014,31.723577
Romidepsin,6,-20.775097,8.618468
FAM117B,7,8.114488,-21.810595
SYTL1,9,30.374575,29.66267
RAB10,1,31.461079,1.475186
RMND1,2,-7.872952,7.4276896
API5,6,-20.775097,8.618468
SLC25A46,3,3.5535662,4.4848175
SH3BP4,4,3.0460408,31.716824
HSCB,7,12.869872,-26.663263
POLR2F,6,-22.919758,9.178388
ZNF622,8,-13.65576,-12.709976
